LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
SRB,INFRAINVEST,ROAD,EUR,A,2002,139210295,
SRB,INFRAINVEST,ROAD,EUR,A,2003,168728182.7,
SRB,INFRAINVEST,ROAD,EUR,A,2004,184784181.8,
SRB,INFRAINVEST,ROAD,EUR,A,2005,173952592.8,
SRB,INFRAINVEST,ROAD,EUR,A,2006,351384137.9,
SRB,INFRAINVEST,ROAD,EUR,A,2007,406046058.1,
SRB,INFRAINVEST,ROAD,EUR,A,2008,378635166.3,
SRB,INFRAINVEST,ROAD,EUR,A,2009,251530056.9,
SRB,INFRAINVEST,ROAD,EUR,A,2010,228812982.8,
SRB,INFRAINVEST,ROAD,EUR,A,2011,339027123.3,
SRB,INFRAINVEST,ROAD,EUR,A,2012,256587053.2,
SRB,INFRAINVEST,ROAD,EUR,A,2013,279287962.9,
MNE,INFRAINVEST,ROAD,EUR,A,1994,5326.009,
MNE,INFRAINVEST,ROAD,EUR,A,1995,6238.22196,
MNE,INFRAINVEST,ROAD,EUR,A,1996,14470.18638,
MNE,INFRAINVEST,ROAD,EUR,A,1997,22623.13612,
MNE,INFRAINVEST,ROAD,EUR,A,1998,12643.92354,
MNE,INFRAINVEST,ROAD,EUR,A,1999,12570.159,
MNE,INFRAINVEST,ROAD,EUR,A,2000,764381.3624,
MNE,INFRAINVEST,ROAD,EUR,A,2001,274052.4483,
ISR,INFRAINVEST,ROAD,EUR,A,1995,557676685.6,
ISR,INFRAINVEST,ROAD,EUR,A,1996,667637620.3,
ISR,INFRAINVEST,ROAD,EUR,A,1997,672958387.7,
ISR,INFRAINVEST,ROAD,EUR,A,1998,662236598.5,
ISR,INFRAINVEST,ROAD,EUR,A,1999,556802346.7,
ISR,INFRAINVEST,ROAD,EUR,A,2000,956657551,
ISR,INFRAINVEST,ROAD,EUR,A,2001,1237754116,
ISR,INFRAINVEST,ROAD,EUR,A,2002,1126715994,
ISR,INFRAINVEST,ROAD,EUR,A,2003,984134279.9,
ISR,INFRAINVEST,ROAD,EUR,A,2004,590147408.8,
ISR,INFRAINVEST,ROAD,EUR,A,2005,528958550.9,
ISR,INFRAINVEST,ROAD,EUR,A,2006,692172587.1,
ISR,INFRAINVEST,ROAD,EUR,A,2007,1007348762,
ISR,INFRAINVEST,ROAD,EUR,A,2008,1211734193,
ISR,INFRAINVEST,ROAD,EUR,A,2009,946137603,
ISR,INFRAINVEST,ROAD,EUR,A,2010,1087557499,
ISR,INFRAINVEST,ROAD,EUR,A,2011,1163406292,
ISR,INFRAINVEST,ROAD,EUR,A,2012,1394327229,
ISR,INFRAINVEST,ROAD,EUR,A,2013,1636376511,
ARM,INFRAINVEST,ROAD,EUR,A,2001,1372141.464,
ARM,INFRAINVEST,ROAD,EUR,A,2002,831251.8172,
ARM,INFRAINVEST,ROAD,EUR,A,2003,418166.1785,
ARM,INFRAINVEST,ROAD,EUR,A,2004,3924522.492,
ARM,INFRAINVEST,ROAD,EUR,A,2005,19839494.89,
ARM,INFRAINVEST,ROAD,EUR,A,2006,23143719.21,
ARM,INFRAINVEST,ROAD,EUR,A,2007,29057313.57,
ARM,INFRAINVEST,ROAD,EUR,A,2008,50209833.13,
ARM,INFRAINVEST,ROAD,EUR,A,2009,84195523.45,
ARM,INFRAINVEST,ROAD,EUR,A,2010,36547903.12,
ARM,INFRAINVEST,ROAD,EUR,A,2011,30541031.24,
ARM,INFRAINVEST,ROAD,EUR,A,2012,26503115.44,
ARM,INFRAINVEST,ROAD,EUR,A,2013,23186494.97,
CHN,INFRAINVEST,ROAD,EUR,A,1995,3407180304,
CHN,INFRAINVEST,ROAD,EUR,A,1997,7112420199,
CHN,INFRAINVEST,ROAD,EUR,A,1998,11460790433,
CHN,INFRAINVEST,ROAD,EUR,A,1999,12793911384,
CHN,INFRAINVEST,ROAD,EUR,A,2000,17270299188,
CHN,INFRAINVEST,ROAD,EUR,A,2001,19602600297,
CHN,INFRAINVEST,ROAD,EUR,A,2004,45368785847,
CHN,INFRAINVEST,ROAD,EUR,A,2005,54805093042,
CHN,INFRAINVEST,ROAD,EUR,A,2006,64763437994,
CHN,INFRAINVEST,ROAD,EUR,A,2007,66510132699,
CHN,INFRAINVEST,ROAD,EUR,A,2008,72954189415,
CHN,INFRAINVEST,ROAD,EUR,A,2009,1.11241E+11,
CHN,INFRAINVEST,ROAD,EUR,A,2010,1.42354E+11,
CHN,INFRAINVEST,ROAD,EUR,A,2011,1.54221E+11,
CHN,INFRAINVEST,ROAD,EUR,A,2012,2.15276E+11,
CHN,INFRAINVEST,ROAD,EUR,A,2013,2.4928E+11,
CHL,INFRAINVEST,ROAD,EUR,A,1998,715808767.9,P
CHL,INFRAINVEST,ROAD,EUR,A,1999,826113283.6,P
CHL,INFRAINVEST,ROAD,EUR,A,2000,976266637.1,P
CHL,INFRAINVEST,ROAD,EUR,A,2001,1162527096,P
CHL,INFRAINVEST,ROAD,EUR,A,2002,932856333.9,P
CHL,INFRAINVEST,ROAD,EUR,A,2003,751518972.6,P
CHL,INFRAINVEST,ROAD,EUR,A,2004,968028202.8,P
CHL,INFRAINVEST,ROAD,EUR,A,2005,864125788.8,P
CHL,INFRAINVEST,ROAD,EUR,A,2006,633077425.4,P
CHL,INFRAINVEST,ROAD,EUR,A,2007,635921828.7,P
CHL,INFRAINVEST,ROAD,EUR,A,2008,625180871.2,P
CHL,INFRAINVEST,ROAD,EUR,A,2009,619264594.7,P
CHL,INFRAINVEST,ROAD,EUR,A,2010,758516029.7,P
CHL,INFRAINVEST,ROAD,EUR,A,2011,1003592283,B
CHL,INFRAINVEST,ROAD,EUR,A,2012,1237624704,P
CHL,INFRAINVEST,ROAD,EUR,A,2013,1414421977,P
